PMID	title	abstract
18060870	Transforming growth factor-beta enables NFATc1 expression during osteoclastogenesis.	Osteoclastogenesis is dependent on distinct stimuli that prime and activate osteoclast differentiation. One cytokine needed to prime monocytes for osteoclastogenesis is TGF-beta, which enables and augments RANKL and TNF-alpha-induced osteoclast differentiation. However, the precise time-period during which this occurs and the molecular mechanism mediating this action are unknown. We report here TGF-beta prime monocytes for osteoclast formation within 24h by regulating expression of NFATc1, a key osteoclastic transcription factor. TGF-beta directly induces cytoplasmic NFATc1 expression within 24h, but is unable to stimulate NFATc1 nuclear translocation. Furthermore, RANKL-induced NFATc1 expression is dependent on the presence of TGF-beta during the early stages of osteoclastogenesis. Similarly, TNF-alpha activates osteoclastogenesis by stimulating translocation of TGF-beta-induced NFATc1. In light of these findings, it is apparent that osteoclast formation is dependent on coordinated interactions between TGF-beta and RANKL/TNF-alpha that regulate the expression and intracellular distribution of NFATc1 during early stages of osteoclast differentiation.
18061228	Focusing the immune response on the V3 loop, a neutralizing epitope of the HIV-1 gp120 envelope.	Rabbits were immunized with a novel regimen designed to focus the immune response on a single neutralizing epitope of HIV-1 gp120 and thereby preferentially induce neutralizing antibodies (Abs). Animals were primed with gp120 DNA from a clade A Env bearing the GPGR V3 motif and/or a clade C Env bearing the GPGQ V3 motif, and boosted with one or more fusion proteins containing V3 sequences from clades A, B and/or C. Immune sera neutralized three of four Tier 1 primary isolates, including strains heterologous to the immunizing strains, and potent cross-clade-neutralizing activity was demonstrated against V3 chimeric pseudoviruses carrying in a Tier 1 Env, the consensus V3 sequences from clades A1, AG, B, AE, or F. The broadest and most potent neutralizing responses were elicited with the clade C gp120 DNA and a combination of V3-fusion proteins from clades A, B and C. Neutralizing activity was primarily due to V3-specific Abs. The results demonstrate that the immune response can be focused on a neutralizing epitope and show that the anti-V3 Abs induced recognize a diverse set of V3 loops.
18061331	D-Serine exposure resulted in gene expression changes indicative of activation of fibrogenic pathways and down-regulation of energy metabolism and oxidative stress response.	Renal toxicity can commonly occur after exposure to xenobiotics, pharmaceutical agents or environmental pollutants. Changes in the gene expression in kidney parenchymal cells that precede and/or accompany renal injury may be hallmark critical events in the onset of pathologic changes of renal functions. Over the last several years, transcriptomic analysis has evolved to enable simultaneous analysis of the expression profiles of tens of thousands of genes in response to various endogenous and exogenous stimuli. In this study, we investigated gene expression changes in the kidney after acute exposure to a nephrotoxin, D-serine, which targets the proximal tubule of the kidney. Male F-344 rats injected intraperitoneally with a single dose of D-serine (5, 20, 50, 200 or 500 mg/kg), and gene expression profiles in the kidney were determined using the Affymetrix RAE230A gene arrays at 96 h post-dosing. D-serine treatment resulted in the up- and down-regulation of 1158 and 749 genes, respectively, over the entire dose range based on the intersection of the results of t-test, p<0.01 over two consecutive doses, and ANOVA with Bonferonni correction for multiple testing. Interestingly, both the up-and down-regulated genes show a unified dose response pattern as revealed in the self-organized map clustering analysis using the expression profiles of the 1907 differentially expressed genes as input data. There appears to be minimal changes in the expression level of these genes in the dose range of 5-50 mg/kg, while the most prominent changes were observed at the highest doses tested, i.e. 200 and 500 mg/kg. Pathway analysis of the differentially expressed genes showed perturbation of a large number of biological processes/pathways after d-serine exposure. Among the up-regulated pathways are actin cytoskeleton biogenesis and organization, apoptosis, cell cycle regulation, chromatin assembly, excision repair of damaged DNA, DNA replication and packaging, protein biosynthesis, metabolism and transport, inflammatory response, proteasome-mediated degradation of oxidatively damaged cytosolic proteins, Ras protein signal transduction, TGF-beta signaling pathway and mRNA transcription, processing, splicing and transport. On the other hand, major metabolic pathways, which include carbohydrate metabolism, TCA cycle, oxidative phosphorylation, ATP synthesis coupled electron transport, amino acid metabolism and transport, lipid metabolism, nucleotide metabolism, and vitamin metabolism, and oxidative stress response including induction of antioxidant genes and glutathione metabolism are down-regulated. As tubular epithelia have strong energy demand for normal functions, down-regulation of energy metabolism after D-serine treatment may be related to the mechanism of its nephrotoxicity. In addition, hydrogen peroxide, a reactive oxygen species, is produced as a byproduct of the metabolism of D-serine by D-amino acid oxidase in the peroxisomes of the tubular epithelia. Down-regulation of pathways for antioxidant genes induction and glutathione metabolism will likely exacerbate the cytotoxicity of this reactive oxygen species. The observation that the genes involved in apoptosis, DNA repair, proteasome pathway for the degradation of oxidatively damaged cytosolic proteins were up-regulated lends some supports to this premise. Up-regulation of pathways of cell proliferation cycle, DNA replication and gene expression process, including mRNA transcription, processing, splicing, transport, translation initiation, and protein transport along with protein complex assembly, suggests ongoing tissue repair and regeneration. Consistent with the fibrogenic function of the TGF-beta signaling pathway in various experimental renal diseases, genes encoding major extracellular matrix components such as collagens, laminins, fibronectin 1 and tenascins are also strongly up-regulated. Taken together, the results of this study provide important insights into the molecular mechanism of D-serine nephrotoxicity, as well as the activation of specific cellular pathways in response to this toxic insult.
18061589	Techniques for clustering gene expression data.	Many clustering techniques have been proposed for the analysis of gene expression data obtained from microarray experiments. However, choice of suitable method(s) for a given experimental dataset is not straightforward. Common approaches do not translate well and fail to take account of the data profile. This review paper surveys state of the art applications which recognise these limitations and addresses them. As such, it provides a framework for the evaluation of clustering in gene expression analyses. The nature of microarray data is discussed briefly. Selected examples are presented for clustering methods considered.
18061671	Effects of supplemental ultraviolet-B and cadmium on growth, antioxidants and yield of Pisum sativum L.	The impact of supplemental UV-B irradiation (sUV-B) and cadmium (Cd, 68 micromol kg(-1) soil) singly and in combination was studied on growth, pigments, enzymatic and non-enzymatic antioxidants, lipid peroxidation (LPO), uptake and translocation of Cd and yield of pea plants under field condition. Compared to the control, both the stresses individually and in combination led to in reductions in growth, photosynthetic pigments, ascorbic acid, catalase (CAT) activity and yield, whereas a reverse trend was observed for flavonoids, thiols and proline contents, superoxide dismutase (SOD) and peroxidase (POD) activities, and LPO. The uptake and translocation of Cd increased in different plant parts with duration of its treatment and also when applied with sUV-B. Combined treatment of sUV-B and Cd inhibited the growth and various metabolic processes antagonistically except the CAT activity which showed additive response. Further, CAT activity may be used as a bioindicator parameter to evaluate the individual and interactive effects of both the stresses.
18061977	Trends in drug prescribing for osteoporosis after hip fracture, 1995-2004.	OBJECTIVE: To examine trends in osteoporosis drug prescribing after hip fracture from 1995 to 2004. METHODS: We conducted a population-based study of enrollees in the Pennsylvania Pharmaceutical Assistance Contract for the Elderly. Hip fractures were identified using Medicare hospital claims between January 1, 1995, and June 30, 2004. Osteoporosis treatment comprised oral bisphosphonates, calcitonin, hormone therapy, raloxifene, and/or teriparatide. Kaplan-Meier methods were used to estimate the probability of treatment within 6 months of fracture, censoring patients on their date of death or 6 months postfracture. RESULTS: Treatment within 6 months after hip fracture improved from 7% in 1995 to 31% in 2002, and then remained stable through 2004. Similar patterns were observed among new users, with treatment increasing from 4% in 1995 to 17% in 2002, with no subsequent increase through 2004. Bisphosphonates led other treatments in the frequency of prescribing, except during 1997-99, when calcitonin was the most common. Among women, hormone therapy prescribing decreased from 22% of those treated in 1995 to 4% in 2004, and raloxifene prescribing remained relatively constant (4%-10%) since its introduction (p for trend = 0.15). Of patients treated before and after hip fracture, 18% changed therapy postfracture. Significantly more patients changed therapy following fracture if a different physician prescribed treatment (26%) compared to those treated by the same physician pre- and postfracture (13%; p < 0.0001). CONCLUSION: Prescribing practices changed substantially over the 10 years of study. The proportion of hip fracture patients treated with osteoporosis drugs has increased, but remains low, with fewer than one-third receiving pharmacotherapy.
18062665	Whole genome searching with shotgun proteomic data: applications for genome annotation.	High-throughput genome sequencing continues to accelerate the rate at which complete genomes are available for biological research. Many of these new genome sequences have little or no genome annotation currently available and hence rely upon computational predictions of protein coding genes. Evidence of translation from proteomic techniques could facilitate experimental validation of protein coding genes, but the techniques for whole genome searching with MS/MS data have not been adequately developed to date. Here we describe GENQUEST, a novel method using peptide isoelectric focusing and accurate mass to greatly reduce the peptide search space, making fast, accurate, and sensitive whole human genome searching possible on common desktop computers. In an initial experiment, almost all exonic peptides identified in a protein database search were identified when searching genomic sequence. Many peptides identified exclusively in the genome searches were incorrectly identified or could not be experimentally validated, highlighting the importance of orthogonal validation. Experimentally validated peptides exclusive to the genomic searches can be used to reannotate protein coding genes. GENQUEST represents an experimental tool that can be used by the proteomics community at large for validating computational approaches to genome annotation.
18062844	Epistemological beliefs in child care: implications for vocational education.	BACKGROUND: The quality of child care is of social and economic significance worldwide. The beliefs that child care workers hold about knowing and knowledge (epistemological beliefs) influence the quality of their professional work. However, attention to epistemological beliefs is rarely a focus in vocational education programmes. AIM: The aim of this study was to investigate the nature of child care students' epistemological beliefs. SAMPLE(S): All first- and second-year students completing a Diploma of Children's Services at three separate training institutes in a large metropolitan area in Australia were invited to participate in the study. There were 46 first- and 31 second-year students (77 in total, 71 females). METHOD: This study used semi-structured interviews based on a child care scenario to enable students to articulate their epistemological beliefs. A descriptive-interpretative approach in which interviews were analysed for patterns of meaning was used in the content analysis. The categories, based on the work of Kuhn and Weinstock (2002), included objectivism, subjectivism, and evaluativism. While this proved to be a useful framework, the authors remained open to new categories emerging. This constituted the interpretive component of the analysis. Therefore, the data were analysed using both data-driven and theory-led approaches to analysis, which still made it possible to take account of many viewpoints before arriving at the categories of beliefs. The categories were audited by a second researcher to establish trustworthiness and credibility. RESULTS: The findings of this study revealed a range of epistemological beliefs; however, a new way of thinking about evaluativistic beliefs called 'basic evaluativism' emerged. This view of knowledge relates to the construction of evidence-based practice rather than knowledge as is typically the case in evaluativistic beliefs. CONCLUSIONS: Implications for the need to address epistemological beliefs in vocational education programmes for child care workers are discussed.
18062917	Twist is a transcriptional repressor of E-cadherin gene expression in breast cancer.	Twist is a basic helix loop helix protein that plays a role both in human development and in cancer biogenesis. While characterizing the effects of Twist on breast epithelial cell transformation, we identified E-cadherin as a target gene that is down-regulated by Twist. In this study, we demonstrate that Twist can transcriptionally repress E-cadherin in breast cancer cells. Using transient promoter assays, we show that Twist can down-regulate E-cadherin promoter activity by up to two folds. This is further supported by immunoblot analyses which indicates that over-expression of Twist decreases E-cadherin protein levels in breast cancer cell lines. Subsequently, chromatin immunoprecipitation performed on MCF-7/Twist and Hs578 T (high level of endogenous Twist expression) confirmed Twist binding to the E-cadherin promoter. Finally, the functional relevance of this regulation was verified by quantitative real-time PCR and immunohistochemistry on a cohort of breast cancer samples.
18062990	Structures of dimeric nonstandard nucleotide triphosphate pyrophosphatase from Pyrococcus horikoshii OT3: functional significance of interprotomer conformational changes.	Nonstandard nucleotide triphosphate pyrophosphatase (NTPase) can efficiently hydrolyze nonstandard purine nucleotides in the presence of divalent cations. The crystal structures of the NTPase from Pyrococcus horikoshii OT3 (PhNTPase) have been determined in two unliganded forms and in three liganded forms with inosine 5'-monophosphate (IMP), ITP and Mn(2+), which visualize the recognition of these ligands unambiguously. The overall structure of PhNTPase is similar to that of previously reported crystal structures of the NTPase from Methanococcus jannaschii and the human ITPase. They share a similar protomer folding with two domains and a similar homodimeric quaternary structure. The dimeric interface of NTPase is well conserved, and the dimeric state might be important to constitute the active site of this enzyme. A conformational analysis of the five snapshots of PhNTPase structures using the multiple superposition method reveals that IMP, ITP and Mn(2+) bind to the active site without inducing large local conformational changes, indicating that a combination of interdomain and interprotomer rigid-body shifts mainly describes the conformational change of PhNTPase. The interdomain and interprotomer conformations of the ITP liganded form are essentially the same as those observed in the unliganded form 1, indicating that ITP binding to PhNTPase in solution may follow the selection mode in which ITP binds to the subunit that happens to be in the conformation observed in the unliganded form 1. In contrast to the human ITPase inducing a large domain closure upon ITP binding, the interdomain active site cleft is generally closed in PhNTPase and only the IMP binding form shows a remarkable domain opening by 14 degrees only in the B subunit. The interprotomer rigid-body rotation of PhNTPase has a tendency to keep the dimeric 2-fold symmetry, which is also true in human ITPase, thereby suggesting its relevance to the positive cooperativity of the dimeric NTPases. The exception of this rule is observed in the IMP liganded form in which the dimeric 2-fold symmetry is broken by a 3 degrees interprotomer rotation in an unusual direction. A combination of the exceptional interdomain and interprotomer relocations is most likely the reason for the observed asymmetric IMP binding that might be necessary for PhNTPase to release the reaction product IMP.
18062991	The crystal structures of ornithine carbamoyltransferase from Mycobacterium tuberculosis and its ternary complex with carbamoyl phosphate and L-norvaline reveal the enzyme's catalytic mechanism.	Mycobacterium tuberculosis ornithine carbamoyltransferase (Mtb OTC) catalyzes the sixth step in arginine biosynthesis; it produces citrulline from carbamoyl phosphate (CP) and ornithine (ORN). Here, we report the crystal structures of Mtb OTC in orthorhombic (form I) and hexagonal (form II) space groups. The molecules in form II are complexed with CP and l-norvaline (NVA); the latter is a competitive inhibitor of OTC. The asymmetric unit in form I contains a pseudo hexamer with 32 point group symmetry. The CP and NVA in form II induce a remarkable conformational change in the 80s and the 240s loops with the displacement of these loops towards the active site. The displacement of these loops is strikingly different from that seen in other OTC structures. In addition, the ligands induce a domain closure of 4.4 degrees in form II. Sequence comparison of active-site residues of Mtb OTC with several other OTCs of known structure reveals that they are virtually identical. The interactions involving the active-site residues of Mtb OTC with CP and NVA and a modeling study of ORN in the form II structure strongly rule out an earlier proposed mechanistic role of Cys264 in catalysis and suggest a possible mechanism for OTC. Our results strongly support the view that ORN with an already deprotonated N(epsilon) atom is the species that binds to the enzyme and that one of the phosphate oxygen atoms of CP is likely to be involved in accepting a proton from the doubly protonated N(epsilon) atom of ORN. We have interpreted this deprotonation as part of the collapse of the transition state of the reaction.
18063004	Mechanisms for enveloped virus budding: can some viruses do without an ESCRT?	Many enveloped viruses complete their replication cycle by forming vesicles that bud from the plasma membrane. Some viruses encode "late" (L) domain motifs that are able to hijack host proteins involved in the vacuolar protein sorting (VPS) pathway, a cellular budding process that gives rise to multivesicular bodies and that is topologically equivalent to virus budding. Although many enveloped viruses share this mechanism, examples of viruses that require additional viral factors and viruses that appear to be independent of the VPS pathway have been identified. Alternative mechanisms for virus budding could involve other topologically similar process such as cell abscission, which occurs following cytokinesis, or virus budding could proceed spontaneously as a result of lipid microdomain accumulation of viral proteins. Further examination of novel virus-host protein interactions and characterization of other enveloped viruses for which budding requirements are currently unknown will lead to a better understanding of the cellular processes involved in virus assembly and budding.
18063336	Validation study of a pulsed arterial spin labeling technique by comparison to perfusion computed tomography.	Abnormalities in cerebral blood flow (CBF) are believed to play a significant role in the development of major neonatal neuropathologies. One approach that would appear ideal for measuring CBF in this fragile age group is arterial spin labeling (ASL) since ASL techniques are noninvasive and quantitative. The purpose of this study was to assess the accuracy of a pulsed ASL method implemented on a 3-T scanner dedicated to neonatal imaging. Cerebral blood flow was measured in nine neonatal piglets, the ASL-CBF measurements were acquired at two inversion times (TI) (1,200 and 1,700 ms), and CBF was measured by perfusion computed tomography (pCT) for validation. Perfusion CT also provided images of cerebral blood volume, which were used to identify large blood vessels, and contrast arrival time, which were used to assess differences in arterial transit times between gray and white matter. Good agreement was found between gray matter CBF values from pCT (76+/-1 ml/min per 100 g) and ASL at TI=1,700 ms (73+/-1 ml/min per 100 g). At TI=1,200 ms, ASL overestimated CBF (91+/-2 ml/min per 100 g), which was attributed to substantial intravascular signal. No significant differences in white matter CBF from pCT and ASL were observed (average CBF=60+/-1 ml/min per 100 g), nor was there any difference in contrast arrival times for gray and white matter (0.95+/-0.04 and 0.99+/-0.03 s, respectively), which suggests that the arterial transit times for ASL were the same in this animal model. This study verified the accuracy of the implemented ASL technique and showed the value of using pCT to study other factors that can affect ASL-CBF measurements.
18063385	Collisionally activated dissociation and electron capture dissociation provide complementary structural information for branched permethylated oligosaccharides.	Doubly charged sodiated and permethylated linear malto-oligosaccharides ({Glc}6-{Glc}9), branched N-linked glycans (high-mannose type GlcNAc2Man5-9, and complex asialo- and disialylated-biantennary glycans) were analyzed by tandem mass spectrometry using collisionally-activated dissociation (CAD) and "hot" electron capture dissociation (ECD) available in a custom-built ESI FTICR mass spectrometer. For linear permethylated malto-oligosaccharides, both CAD and "hot" ECD produced glycosidic cleavages (B, Y, C, and Z ions), cross-ring cleavages (A- and X-type), and internal cleavages (B/Y and C/Y type) to provide sequence and linkage information. For the branched N-linked glycans, CAD and "hot" ECD provided complementary structural information. CAD generated abundant B and Y fragment ions by glycosidic cleavages, whereas "hot" ECD produced dominant C and Z ions. A-type cross-ring cleavages were present in CAD spectra. Complementary A- and X-type cross-ring fragmentation pairs were generated by "hot" ECD, and these delineated the branching patterns and linkage positions. For example, 0, 4An and 3, 5An ions defined the linkage position of the major branch as the 6-position of the central core mannose residue. The internal fragments observed in CAD were more numerous and abundant than in "hot" ECD spectra. Since the triply charged (sodiated) molecular ion of the permethylated disialylated-biantennary N-linked glycan has relatively high abundance, it was isolated and fragmented in a "hot" ECD experiment and extensive fragment ions (glycosidic and complementary pairs of cross-ring cleavages) were generated to fully confirm the sequence, branching, and linkage assignments for this glycan.
18063435	A chemical mutagenesis screen to identify modifier genes that interact with growth hormone and TGF-beta signaling pathways.	We describe a phenotype-driven mutagenesis screen in which mice carrying a targeted mutation are bred with ENU-treated males in order to provide a sensitized system for detecting dominant modifier mutations. The presence of initial mutation renders the screening system more responsive to subtle changes in modifier genes that would not be penetrant in an otherwise wild type background. We utilized two mutant mouse models: 1) mice carrying a mutation in growth hormone releasing hormone receptor (Ghrhr) (denoted 'lit' allele, Ghrhr(lit)), which results in GH deficiency; and 2) mice lacking Smad2 gene, a signal transducer for TGF-beta, an important bone growth factor. The Smad2(-/-) mice are lethal and Ghrhr(lit/lit) mice are dwarf, but both Smad2(+/-) and Ghrhr(lit/)(+) mice exhibit normal growth. We injected 6-7 weeks old C57BL/6J male mice with ENU (100 mg/kg dose) and bred them with Ghrhr(lit/)(+) and Smad2(+/-) mice. The F1 mice with Ghrhr(lit/)(+) or Smad2(+/-) genotype were screened for growth and skeletal phenotypes. An outlier was identified as >3 SD units different from wild type control (n=20-30). We screened about 100 F1 mice with Ghrhr(lit/)(+) and Smad2(+/-) genotypes and identified nine outliers. A backcross established heritability of three mutant lines in multiple generations. Among the phenotypic deviants, we have identified a mutant mouse with 30-40% reduced bone size. The magnitude of the bone size phenotype was amplified by the presence of one copy of the disrupted Ghrhr gene as determined by the 2-way ANOVA (p<0.02 for interaction). Thus, a new mouse model has been established to identify a gene that interacts with GH signaling to regulate bone size. In addition, the sensitized screen also demonstrated higher recovery of skeletal phenotypes as compared to that obtained in the classical ENU screen in wild type mice. The discovery of mutants in a selected pathway will provide a valuable tool to not only to discover novel genes involved in a particular process but will also prove useful for the elucidation of the biology of that process.
18063459	Advances in the diagnosis and therapy of paroxysmal nocturnal hemoglobinuria.	PNH is an uncommon acquired hemolytic anemia that often manifests with hemoglobinuria, abdominal pain, smooth muscle dystonias, fatigue, and thrombosis. The disease results from the expansion of hematopoietic stem cells harboring a mutation in a gene, PIG-A, that is required for the biosynthesis of a lipid moiety, glycosylphosphatidylinositol (GPI), that attaches dozens of different proteins to the cell surface. Thus, PNH cells are deficient in cell surface GPI anchored proteins; this deficiency on erythrocytes leads to intravascular hemolysis since certain GPI anchored proteins normally function as complement regulators. Free hemoglobin released from intravascular hemolysis leads to circulating nitric oxide depletion and is responsible for many of the clinical manifestations of PNH, including fatigue, erectile dysfunction, esophageal spasm, and thrombosis. Interestingly, rare PIG-A mutations can be found in virtually all healthy control subjects leading to speculation that PIG-A mutations in hematopoietic stem cells are common benign events. However, recent data reveals that most of these mutations in healthy controls are not derived from stem cells. The recently FDA approved complement inhibitor eculizumab has been shown to decrease hemolysis, decrease erythrocyte transfusion requirements, decrease the risk for thrombosis and improve quality of life for PNH patients.
18063483	High prevalence of Cryptosporidium bovis and the deer-like genotype in calves compared to mature cows in beef cow-calf operations.	Recent studies have identified the novel, host adapted Cryptosporidium bovis and the deer-like genotype in dairy cattle from farms in the United States, China, India and Europe. This novel species and genotype appear to be more prevalent in older, post-weaned dairy cattle than previously thought. However, little information is available on their prevalence in beef cow-calf operations. In the present study, we determined the prevalence of Cryptosporidium species in 98 calves (6-8 months old) and 114 cows (>2 years old) in seven beef cow-calf herds in western North Dakota. DNA was extracted from fecal samples and Cryptosporidium spp. were identified by amplification of the 18S rRNA gene followed by sequencing or RFLP analysis. All seven herds tested positive for Cryptosporidium. Overall, 43/212 (20.3%) animals were positive. Only five of these positives were from cows. C. bovis, the deer-like genotype and C. andersoni were identified in 9.4, 6.6 and 1.4% of animals sampled, respectively. C. parvum was not identified in any of the positive samples. C. bovis, the deer-like genotype and C. andersoni were detected in 6/7, 5/7 and 2/7 herds, respectively. C. bovis and the deer-like genotype were primarily detected in calves, while C. andersoni was only detected in cows. Six isolates could not be typed. These results show a relatively high prevalence of C. bovis and the deer-like genotype in 6-8-month-old beef calves compared to cows older than 2 years in the seven herds studied.
18063570	PlantGDB: a resource for comparative plant genomics.	PlantGDB (http://www.plantgdb.org/) is a genomics database encompassing sequence data for green plants (Viridiplantae). PlantGDB provides annotated transcript assemblies for >100 plant species, with transcripts mapped to their cognate genomic context where available, integrated with a variety of sequence analysis tools and web services. For 14 plant species with emerging or complete genome sequence, PlantGDB's genome browsers (xGDB) serve as a graphical interface for viewing, evaluating and annotating transcript and protein alignments to chromosome or bacterial artificial chromosome (BAC)-based genome assemblies. Annotation is facilitated by the integrated yrGATE module for community curation of gene models. Novel web services at PlantGDB include Tracembler, an iterative alignment tool that generates contigs from GenBank trace file data and BioExtract Server, a web-based server for executing custom sequence analysis workflows. PlantGDB also hosts a plant genomics research outreach portal (PGROP) that facilitates access to a large number of resources for research and training.
18063867	Investigation of lipopolysaccharide receptor expression on human monocytes after major orthopaedic surgery.	BACKGROUND: The innate immune system is suppressed after major orthopaedic surgery, implicating a risk of septic complications. Whole-blood ex vivo testing with lipopolysaccharide (LPS) has shown a depression of the tumour necrosis factor alpha (TNF-alpha) production until 12 days postoperatively. As part of the innate immune system, the Toll-like receptors TLR2 and TLR4 recognize antigens from Gram-positive and Gram-negative bacteria, respectively. The receptors CD14 and CD11b are involved in the LPS receptor complex, whereas human lymphocyte antigen (HLA)-DR binds endotoxin peptides. It is still uncertain whether the expression of all these receptors changes after major surgery. METHODS: In 6 patients undergoing hip arthroplasty, we investigated three times the display of TLR4, TLR2, CD14, CD11b, and HLA-DR on monocytes by fluorescence-activated cell sorting and white blood cell counts during 12 days postoperatively. At the same time, the plasma levels of interleukin (IL)-1beta, IL-4, IL-6, IL-10, IL-13, and TNF-alpha were measured. RESULTS: There was no significant change in the expression of TLR4, CD14, CD11b, HLA-DR, and TLR2. Monocyte count and cytokine analysis did not differ from the ones pre-operatively taken. CONCLUSIONS: After aseptic orthopaedic surgery, there is no change in the display of the LPS receptor complex on monocytes. Other mechanisms have to be investigated to gain insight into the decrease of the TNF-alpha production capacity postoperatively.
18064589	An evaluation of spatial thresholding techniques in fMRI analysis.	Many fMRI experiments have a common objective of identifying active voxels in a neuroimaging dataset. This is done in single subject experiments, for example, by performing individual voxel-wise tests of the null hypothesis that the observed time course is not significantly related to an assigned reference function. A voxel activation map is then constructed by applying a thresholding rule to the resulting statistics (e.g., t-statistics). Typically the task-related activation is expected to occur in clusters of voxels rather than in isolated single voxels. A variety of spatial thresholding techniques have been proposed to reflect this belief, including smoothing the raw t-statistics, cluster size inference, and spatial mixture modeling. We study two aspects of these spatial thresholding procedures applied to single subject fMRI analysis through simulation. First, we examine the performance of these procedures in terms of sensitivity to detect voxel activation, using receiver operating characteristic curves. Second, we consider the accuracy of these spatial thresholding procedures in estimation of the size of the activation region, both in terms of bias and variance. The findings indicate that smoothing has the highest sensitivity to modest magnitude signals, but tend to overestimate the size of the activation region. Spatial mixture models estimate the size of a spatially distributed activation region well, but may be less sensitive to modest magnitude signals, indicating that additional research into more sensitive spatial mixture models is needed. Finally, the methods are illustrated with a real bilateral finger-tapping fMRI experiment.
18064633	Macrophage migration inhibitory factor (MIF) is necessary for progression of autoimmune diabetes mellitus.	Macrophage migration inhibitory factor (MIF) is a proinflammatory cytokine of the innate immune system that plays a major role in the induction of immunoinflammatory responses. To examine the role of endogenous MIF in the pathogenesis of type 1 diabetes (TID) we evaluated the effects of administration of neutralizing anti-MIF antibodies to NOD mice with accelerated forms of diabetes induced by injection of cyclophosphamide or by transfer of diabetogenic spleen cells. Both accelerated forms of diabetes were markedly reduced by anti-MIF antibody. Furthermore, MIF-deficient (MIF(-/-)) mice were less susceptible to the induction of immunoinflammatory diabetes, insulitis and apoptosis within the endocrine pancreas by multiple low doses of streptozotocin (MLD-STZ) than genetically matched wild type (WT) mice. MIF deficiency resulted in lower proliferation and lymphocyte adhesion, as well as reduced production from the spleens and peritoneal cells of a variety of inflammatory mediators typically associated with development of the disease including IL-12, IL-23, TNF-alpha, and IL-1beta. Furthermore, MIF deletion affected the production of IL-18, TNF-alpha, IL-1beta, and iNOS in the islets of Langerhans. These data, along with the higher expression of IL-4 and TGF-beta observed in the periphery and in the pancreas of MLD-STZ-challenged MIF(-/-) mice as compared to WT controls suggest that MIF deficiency has induced an immune deviation towards protective type 2/3 response. These results suggest that MIF participates in T1D by controlling the functional activity of monocytes/macrophages and T cells and modulating their secretory capacity of pro- and anti-inflammatory molecules.
18065298	An HPLC-ICP-MS technique for determination of cadmium-phytochelatins in genetically modified Arabidopsis thaliana.	A reversed-phase high-performance liquid chromatographic technique was developed to separate cadmium-phytochelatin complexes (Cd-PC2, Cd-PC3, and Cd-PC4) of interest in the plant Arapidopsis thaliana. High-performance liquid chromatography (HPLC) was coupled to an inductively coupled plasma mass spectrometric (ICP-MS) system with some modification to the interface. This was done in order to sustain the plasma with optimum sensitivity for cadmium detection in the presence of the high methanol loads used in the gradient elution of the reversed-phase separation. The detection limits were found to be 91.8 ngl(-1), 77.2 ngl(-1) and 49.2 ngl(-1) for Cd-PC2, Cd-PC3, and Cd-PC4 respectively. The regression coefficients (r2) for Cd-PC2 to Cd-PC4 detection ranged from 0.998 to 0.999. The method was then used to investigate the occurrence and effect of cadmium-phytochelatin complexes in wild-type Arabidopsis and a phytochelatin-deficient mutant cad1-3 that had been genetically modified to ectopically express the wheat TaPCS1 phytochelatin synthase enzyme. The primary complex found in both wild-type and transgenic plants was Cd-PC2. In both lines, higher levels of Cd-PC2 were found in shoots than in roots, showing that phytochelatin synthases contribute to the accumulation of cadmium in shoots, in the Cd-PC2 form. Genetic modification did, however, impact the overall accumulation of Cd. Transgenic plants contained almost two times more cadmium in the form of Cd-PC2 in their roots than did the corresponding wild-type plants. Similarly, the shoot samples of the modified species also contained more (by 1.6 times) cadmium in the form of Cd-PC2 than the wild type. The enhanced role of PC2 in the transgenic Arabidopsis correlates with data showing long-distance transport of Cd in transgenic plants. Targeted transgenic expression of non-native phytochelatin synthases may contribute to improving the efficiency of plants for phytoremediation.
18065427	TimeClust: a clustering tool for gene expression time series.	UNLABELLED: TimeClust is a user-friendly software package to cluster genes according to their temporal expression profiles. It can be conveniently used to analyze data obtained from DNA microarray time-course experiments. It implements two original algorithms specifically designed for clustering short time series together with hierarchical clustering and self-organizing maps. AVAILABILITY: TimeClust executable files for Windows and LINUX platforms can be downloaded free of charge for non-profit institutions from the following web site: http://aimed11.unipv.it/TimeClust.
